Player,Team,Position,Age,Salary,KoH Team,GP,G,A,PIM,SOG,GWG,PPP,SHP,Hit,Blk,FOW
Colin Schmidt,(N/A),C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Roman Schmidt,(N/A),D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jacob Schmidt-Svejstrup,(N/A),RW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Quinn Schmiemann,TBL,D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Beau Schmitz,(N/A),D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nathan Schnarr,NJD,C,22,817500,FA,0,0,0,0,0,0,0,0,0,0,0
Braden Schneider,NYR,D,19,925000,SENS,0,0,0,0,0,0,0,0,0,0,0
Cole Schneider,NSH,LW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Schneider,(N/A),D,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Stefan Schneider,(N/A),C,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Schnell,(N/A),LW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ben Schoen,(N/A),RW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alex Schoenborn,TBL,RW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Rick Schofield,(N/A),C,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Martin Schreiber,(N/A),D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jordan Schroeder,(N/A),C,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Zach Schroeder,MIN,RW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Christoph Schubert,(N/A),D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Corey Schueneman,MTL,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jimmy Schuldt,VGK,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ian Schultz,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jeff Schultz,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jesse Schultz,(N/A),RW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nick Schultz,(N/A),D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Stephen Schultz,DAL,RW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Schumacher,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Felix Schutz,BUF,C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Schutz,FLA,LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Rylan Schwartz,(N/A),C,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kay Schweri,(N/A),RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cole Schwindt,FLA,RW,20,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Greg Scott,(N/A),LW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Scott,(N/A),C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
George Scouras,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Rob Scuderi,(N/A),D,42,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Sdao,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Keith Seabrook,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyrel Seaman,STL,C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Donovan Sebrango,DET,D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lukas Sedlak,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Christoffer Sedoff,(N/A),D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nick Seeler,CHI,D,28,750000,FA,0,0,0,0,0,0,0,0,0,0,0
Ronan Seeley,CAR,D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Sefton,SJS,D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brandon Segal,(N/A),RW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Segalla,PIT,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Moritz Seider,DET,D,20,925000,VAN,0,0,0,0,0,0,0,0,0,0,0
Aki Seitsonen,(N/A),C,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Peter Sejna,(N/A),LW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jiri Sekac,(N/A),LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Teemu Selanne,(N/A),RW,51,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Shane Sellar,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Eric Selleck,ARI,LW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jesper Sellgren,CAR,D,23,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Selman,(N/A),C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brendan Semchuk,(N/A),RW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexei Semenov,(N/A),D,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexander Semin,MTL,LW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitri Semykin,TBL,D,21,775000,FA,0,0,0,0,0,0,0,0,0,0,0
Kirill Semyonov,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Seney,NJD,C,25,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Zach Senyshyn,BOS,RW,24,700000,BOS,8,0,0,2,10,0,0,0,11,1,0
Egor Serdyuk,PHI,RW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Artem Sergeev,TBL,D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitrii Sergeev,(N/A),D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitri Sergeyev,(N/A),D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michal Sersen,TBL,D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Marty Sertich,(N/A),C,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brennan Serville,(N/A),D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Sestito,(N/A),C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Malte Setkov,DET,D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Devin Setoguchi,(N/A),RW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Oliver Setzinger,(N/A),LW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dan Sexton,(N/A),RW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Clark Seymour,(N/A),D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Sgarbossa,WSH,C,29,700000,FA,5,0,2,0,4,0,0,0,1,2,10
Bulat Shafigullin,LAK,LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mikhail Shalagin,TBL,LW,21,500000,MTL,0,0,0,0,0,0,0,0,0,0,0
Josh Shalla,(N/A),LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Maxim Shalunov,CHI,RW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Shannon,(N/A),RW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Damir Sharipzyanov,LAK,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexander Sharov,(N/A),LW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
MacGregor Sharp,(N/A),C,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Patrick Sharp,(N/A),LW,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jimmy Sharrow,(N/A),D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikita Shashkov,(N/A),LW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Shattock,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brady Shaw,(N/A),LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Logan Shaw,OTT,LW,28,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Mason Shaw,MIN,C,22,842500,CHI,0,0,0,0,0,0,0,0,0,0,0
Bobby Shea,(N/A),D,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Patrick Shea,FLA,C,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Shea,DAL,D,24,925000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Sheehy,MIN,C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nolan Sheeran,(N/A),RW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Shelast,(N/A),RW,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jody Shelley,(N/A),LW,45,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Pavel Shen,BOS,C,21,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Derek Sheppard,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
James Sheppard,VAN,C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Wiley Sherman,(N/A),D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kiefer Sherwood,COL,LW,26,750000,FA,16,0,3,0,18,0,0,0,40,6,1
Kole Sherwood,CBJ,RW,24,735000,FA,6,0,1,7,7,0,0,0,22,0,0
Dmitri Sheshin,(N/A),LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Shields,(N/A),D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sang-Hoon Shin,(N/A),C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dominik Shine,(N/A),RW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Hunter Shinkaruk,CAR,C,26,650000,ANH,0,0,0,0,0,0,0,0,0,0,0
Brendan Shinnimin,(N/A),C,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Vadim Shipachyov,VGK,C,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Steven Shipley,BUF,C,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Colin Shirley,(N/A),C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sergei Shirokov,(N/A),LW,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Timofei Shishkanov,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Artem Shlaine,NJD,C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sergei Shmelyov,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mark Shoemaker,SJS,D,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Drew Shore,CAR,C,30,850500,FA,4,0,0,2,3,0,0,0,2,0,3
Nicholas Shore,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Quentin Shore,OTT,C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Conor Shortall,(N/A),D,18,500000,W (Sat),0,0,0,0,0,0,0,0,0,0,0
Justin Shugg,(N/A),RW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sergei Shumakov,WSH,RW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Denis Shvidki,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Igor Shvyrev,(N/A),C,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Siddall,(N/A),RW,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Deven Sideroff,(N/A),RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mikhail Sidorov,(N/A),D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Blake Siebenaler,(N/A),D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jonas Siegenthaler,NJD,D,24,800000,FA,15,0,0,4,7,0,0,0,20,17,0
Patrick Sieloff,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Duncan Siemens,(N/A),D,27,750000,CLS,0,0,0,0,0,0,0,0,0,0,0
Jonathan Sigalet,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Patrik Siikanen,EDM,C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Miska Siikonen,(N/A),RW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mike Siklenka,WPG,RW,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Sikura,CHI,C,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Stephen Silas,COL,D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Grant Silianoff,(N/A),LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brody Silk,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Zach Sill,(N/A),C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Timotej Sille,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cole Sillinger,CBJ,C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Juraj Simek,BOS,LW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dario Simion,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dominik Simon,CGY,C,26,700000,FA,11,0,0,0,4,0,0,0,12,4,3
Xavier Simoneau,MTL,C,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Frankie Simonelli,EDM,D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Trevor Simonick,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kasper Simontaival,LAK,RW,19,500000,VAN,0,0,0,0,0,0,0,0,0,0,0
Dillon Simpson,(N/A),D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mark Simpson,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Wayne Simpson,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Shane Sims,NYI,D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jakub Sindel,(N/A),C,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitry Sinitsyn,DAL,D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brian Sipotz,CBJ,D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mike Sislo,(N/A),RW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Colby Sissons,NJD,D,23,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Michal Sivek,(N/A),C,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Calle Sjalin,NYR,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Pontus Sjalin,MIN,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Albert Sjoberg,DAL,RW,18,500000,W (Sun),0,0,0,0,0,0,0,0,0,0,0
Mattias Sjogren,(N/A),C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Samuel Sjolund,DAL,D,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Fredrik Sjostrom,(N/A),LW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Evgeni Skachkov,STL,LW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Pavol Skalicky,(N/A),C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jordan Skellett,(N/A),C,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Darian Skeoch,(N/A),D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jack Skille,(N/A),RW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Skinner,(N/A),D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Hunter Skinner,NYR,D,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikolai Skladnichenko,(N/A),C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Sklenicka,MTL,D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Wade Skolney,PIT,D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Martin Skoula,(N/A),D,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Juraj Slafkovsky,(N/A),LW,17,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Landon Slaggert,CHI,C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Robert Slaney,(N/A),LW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Josiah Slavin,CHI,LW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kirill Slepets,CAR,RW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Anton Slepyshev,EDM,LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Sloan,(N/A),D,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Sloane,PHI,D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tomas Slovak,(N/A),D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Grant Slukynsky,(N/A),C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Smaby,(N/A),D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Spencer Smallman,CAR,RW,24,735000,FA,0,0,0,0,0,0,0,0,0,0,0
Jonathan Smart,(N/A),D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jalen Smereck,(N/A),D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ladislav Smid,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ty Smilanic,FLA,C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Denis Smirnov,COL,RW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Yegor Smirnov,(N/A),D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Deniss Smirnovs,(N/A),C,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Adam Smith,NSH,D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Austin Smith,(N/A),RW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ben Smith,(N/A),C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
C.J. Smith,BUF,LW,26,700000,FA,1,0,0,0,0,0,0,0,3,0,0
Cole Smith,NSH,LW,25,792500,FA,1,0,0,0,1,0,0,0,0,0,0
Colin Smith,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dalton Smith,(N/A),LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Derek Smith,(N/A),D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Gemel Smith,TBL,C,27,700000,FA,5,0,3,11,0,0,0,0,6,1,17
Hunter Smith,(N/A),RW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jack Smith,MTL,LW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Landon Smith,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Larry Smith,(N/A),D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mitchell Smith,(N/A),D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nathan Smith,WPG,C,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nathan Smith,(N/A),C,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Smith,VAN,C,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Trevor Smith,STL,C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Zack Smith,CHI,LW,33,3250000,FA,0,0,0,0,0,0,0,0,0,0,0
Devante Smith-Pelly,CGY,RW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jerred Smithson,(N/A),RW,42,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Radek Smolenak,(N/A),LW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Adam Smyth,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Carl Sneep,(N/A),D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brad Snetsinger,(N/A),LW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Joe Snively,WSH,LW,25,925000,FA,0,0,0,0,0,0,0,0,0,0,0
Aaron Snow,DAL,LW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Luc Snuggerud,TBL,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Markus Soberg,CBJ,RW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Daniil Sobolev,MTL,D,18,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Vladimir Sobotka,(N/A),C,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Andreas Soderberg,CHI,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Elmer Soderblom,DET,RW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Johan Sodergran,LAK,RW,21,775000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Soderlund,CHI,C,23,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Dmitry Sokolov,MIN,RW,23,792500,CLS,0,0,0,0,0,0,0,0,0,0,0
Egor Sokolov,OTT,RW,21,835000,PHI,0,0,0,0,0,0,0,0,0,0,0
Cody Sol,(N/A),D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jedd Soleway,ARI,C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexey Solovyev,BOS,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ilya Solovyov,CGY,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Zach Solow,(N/A),C,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Doyle Somerby,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Eero Somervuori,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Otto Somppi,TBL,C,23,780000,FA,0,0,0,0,0,0,0,0,0,0,0
Andong Song,NYI,D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Sonne,(N/A),C,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kyen Sopa,(N/A),RW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Eetu Sopanen,(N/A),D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nick Sorensen,ANA,RW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tanner Sorenson,VAN,C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nick Sorkin,MTL,LW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Soryal,(N/A),LW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikita Soshnikov,(N/A),RW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Oleg Sosunov,(N/A),D,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Sourdif,FLA,C,19,500000,BOS,0,0,0,0,0,0,0,0,0,0,0
Tomas Soustal,(N/A),C,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Joe Sova,(N/A),D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Soy,ANA,C,24,500000,BOS,0,0,0,0,0,0,0,0,0,0,0
Michael Spacek,(N/A),C,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nick Spaling,(N/A),C,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dan Spang,(N/A),D,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Blake Speers,ARI,C,24,735000,FA,0,0,0,0,0,0,0,0,0,0,0
Thomas Spelling,NYR,RW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jordan Spence,LAK,D,20,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Spencer,(N/A),D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Spencer,WSH,C,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Spezia,(N/A),LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matthew Spiller,(N/A),D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Spina,(N/A),LW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Steven Spinell,BOS,D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tylor Spink,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyson Spink,(N/A),LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Steven Spinner,WSH,RW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Yegor Spiridonov,SJS,C,20,500000,MTL,0,0,0,0,0,0,0,0,0,0,0
Timofey Spitserov,SJS,LW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Spooner,(N/A),C,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Sproul,(N/A),D,28,600000,BOS,0,0,0,0,0,0,0,0,0,0,0
Janis Sprukts,(N/A),C,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Spurgeon,(N/A),C,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Shawn St-Amant,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Frederic St-Denis,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Colten St. Clair,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Chris St. Croix,OTT,D,42,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael St. Croix,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Travis St. Denis,(N/A),RW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
John St. Ivany,PHI,D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Bruno St. Jacques,(N/A),D,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Chris St. Jacques,(N/A),C,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan St. Louis,(N/A),LW,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Martin St. Pierre,(N/A),C,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Marko Stacha,(N/A),D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Drew Stafford,(N/A),LW,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Garrett Stafford,(N/A),D,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Stahl,CAR,D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nathan Staios,(N/A),D,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sebastian Stalberg,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Viktor Stalberg,(N/A),LW,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jordy Stallard,WPG,C,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sam Stange,DET,RW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Logan Stankoven,DAL,C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Stanton,EDM,D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ty Stanton,TOR,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Stapleton,(N/A),RW,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Stapley,MTL,C,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kirill Starkov,CBJ,C,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
